professor,course,review,rating,expected_grade,created
Melissa Hayes-Gehrke,ASTR100,"After a few semesters, I've realized that professor Hayes-Gehrke is the best professor I think I've had here at UMD. She really, really wants you to learn the material, and teaches it to you how she thinks is best. If you do all the work she assigns (which really isn't that time consuming), I guarantee you will get an A in this class. She teaches you the information that you need to know before lecture in a pre-lecture video and then teaches you the same material with examples in lecture. This really drills the information into your brain. It was because of her teaching style that I got an A+ in the class and over 100 on the final exam, and frankly, I wish more teachers would teach like Hayes-Gehrke does.",5,A+,2014-03-12T20:59:00Z
Melissa Hayes-Gehrke,ASTR220,"Professor Hayes-Ghehrke is a pretty solid professor.  She taught the class very clearly, and almost always had an interesting picture or story related to the topic at the beginning of every class.
She does have her students do a little ""topic briefing"" and attendance slip that they have to pick up at the beginning of class and turn in on the way out, which means you have to attend most of her lectures unless you find a way to slip your attendance paper into the box at the beginning and leave.  Her classes are very interesting though, so I recommend just going to them.

The biggest downfall to this class is probably the group work.  There is a lot of it.  You usually end up doing a little group worksheet in most discussions, and there is a large ""poster project"" at the end of the semester that you must do in a group of around four.  As someone who despises group work, this aspect of the class sucked, but overall, it's a very fascinating class that you learn a lot of interesting things in, and Hayes-Gehrke herself is a very clear and easy to listen to professor.",4,A,2013-12-10T22:34:00Z
Melissa Hayes-Gehrke,ASTR220,"I think Hayes-Gehrke is a really cool professor. Like others have said, she talks to you like your a kid and babys you through every single activity, but that only slightly takes away from her overall success as a lecturer. She really knows her stuff. 

The work, however is a different story. Before every single lecture, she posts mandatory ""prelecture"" videos that are often more than 30mins long. This can be super annoying. However, I find that I can skip through the videos in 5-10mins and still get a 100 on the quizzes. 

She is really a stickler on grading group projects. She takes points off in random places and I often found myself getting Bs when i thought i deserved at least an A-.

The one redeeming quality to the coursework is the exams. They are a complete joke. The way she works it is that you go to the exam and take it, and when youre done you pick up a second copy of the exam which you take home and complete with youre notes. You hand in the second copy and she averages the two grades together! You really have to be an idiot to get less than a B on the exams because what ever grade you get is averaged with a 100 (which I got on both midterm ReTests). 

Overall, the class can be kind of annoying sometimes, but I think the material is interesting and it really doesnt take that much effort to get a good grade. I would recommend taking it. ",5,A,2012-11-29T15:42:00Z
Melissa Hayes-Gehrke,ASTR100,"Makes what should be a very easy class, very difficult. The workload was fairly large for a 100-level class. Also, a lot of the work that you submit for this class will be graded very harshly. Take another teacher.",2,B,2012-05-21T02:20:00Z
Melissa Hayes-Gehrke,ASTR220,"I'm not really positive how I feel about Hayes-Gehrke and this class. I went back and forth between really liking her as a professor and really disliking her as a professor. I think by the end of the class, I settled into liking her quite a bit.

The class had a ton of group work, which became insanely frustrating at times. She did make a pretty solid effort to match the teams well, and my team was decent. Still, the class definitely could have done without a project or two, since I often felt like I was doing more work in this class than in some of my 400-level computer science courses. The exams were very easy, but they were not worth very much.

She kind of taught like she was speaking to a bunch of five year-olds. At the beginning of the course I thought it was a huge relief, since I'm sick of being held to a stupidly high standard in so many of my courses. After a while it became kind of annoying, and then frustrating since there was a stark contrast between how she spoke and what she expected of us in some projects, like the research poster. By the end of the course I began to appreciate it again. I don't think she does it to be demeaning, I think she is just a very kind and caring person to the point of sometimes sounding like a kindergarten teacher.

In the end I did well and learned a ton. I was surprised at how much I could learn while feeling like I was in a kindergarten classroom. I went from completely space-ignorant to being able to hold a serious conversation about pretty much anything related to our space program, especially if it concerned a threat of impact. I also feel like this class was among one of the most practical I took at the university, even though I only really took it because it had a badass name and I needed a core science. I feel like I'm highly informed if I ever have the chance to vote about space issues or make a case to anybody else. Overall, a valuable course, just gets super annoying at times.",4,A,2012-01-11T03:33:00Z
Melissa Hayes-Gehrke,ASTR100,"This class was lot of fun. She had completely new style of teaching. So many activities in the classroom (no problem if you are shy); even planetarium like displays. But there is lot of work to do. You have to watch a pre lecture video before every lecture and do a quiz on that. Then you also have to write a post lecture summary every time. They seemed hard in the beginning but then you get use to it. One can get a in this class, if you devote that time here. Also, I would like to mention I learned so many new things from this course. Its completely wonderful and the only class in the week which I look forward to. TAs are one the best (extremely helpful) and professor is very sweet. There are 3 midterms and a final. There is a ""retest"" paper in all three midterms where you boost your score by doing the same exam you did the classroom now at home. She usually gives 3-4 days for that, and encourages discussing with fellow students. All exams are half multiple choice and half essay types. Scoring policies are extremely fair. Recommended!",4,A,2012-01-09T00:52:00Z
Melissa Hayes-Gehrke,ASTR220,"Professor Hayes-Gehrke is an interesting professor and definitely one-of-a-kind.

Basically, here are the main points about her that really (in my opinion) define her teaching style:

1) She is VERY patient with students' questions which leads me to believe that she has done a lot of research about teaching styles. Honestly, this can get pretty annoying if you have a head on your shoulders as there were a couple of people in my class who would literally ask her a question that she had just explained thoroughly and she would jump right in without a thought (and waste time).

2) As implicitly stated above, she likes to baby her students. She takes attendance, has mandatory rough draft editing for papers and never, ever refrains from answering a terrible question.

3) This might sound harsh, but she's a fairly poor quiz/exam writer. She has a tendency to say something in class and then put an oddly worded question on an online quiz that correlates to what she said but has a slightly different answer than what you'd expect based on her wording. Her exam questions are also pretty tricky.

4) This is the most important point of all: She somehow manages to make the class very interesting from start to finish. I think it's her delivery style but I had little trouble in following her throughout the entire lecture (unless I was exhausted). She definitely made this course a fun experience for me.

Based on all of the above I recommend taking ASTR220 with Dr. Hayes-Gehrke. She's got her quirks but the class is pretty interesting and the exams and quizzes are easy enough where getting an A in the class isn't too much trouble. Oh, one more thing, if you like group projects than take this class -- We had to do ~5 (and they were graded fairly easily).",4,A-,2011-12-20T15:04:00Z
Melissa Hayes-Gehrke,ASTR100,"She's definitely excited about the material, I'll giver her that. The way this class is currently structured is also really nice. I took this class once before, and it has really been streamlined since then. The textbook has been scrapped, and has been replaced by online ""pre-lecture summaries"" and ""pre-lecture quizzes"". All you gotta do is watch the pre-lecture summary and then take the 8-point or so multiple choice quiz. Sounds easy enough, but it can get aggravating when the pre-lectures are easily as long as the in-class lectures themselves. Plus you gotta do the darn things three times a week. On top of that, each in-class lecture is followed by an online ""post-lecture summary"" that is related to the lecture material, but oftentimes requires you to think outside the box more.

The exams are also easy (I can't say much about the final, I haven't taken that yet). The attendance policy is forgiving and the lectures are by no means boring. You can tell Ms. Hayes - Gerhke is really trying to find the ""perfect formula"" for getting students to remember information. 

One thing I wish she would stop doing is treating the class like little kids. She has a habit of stating something that is blatantly wrong, then asking ""do you agree? Or... is that not the case?"" or something to that effect. Then she waits for people to say WHY her statement is incorrect, and all the while people just sit there going ""durr... do we really have to spell it out for you? Again?"". It might just be another weapon in her arsenal of learning techniques (specifically, the weapon of mindless repetition), and if it is, I don't like it. The flash cards she uses are also kind of lame. The colors of the cards are generic and not at all what I'd expect from a college-level astronomy class.

",4,B-,2011-12-15T17:16:00Z
Melissa Hayes-Gehrke,ASTR100,"She is a great person, nice, and never judges students or makes them feel bad. But she does baby the students around, I felt like I was in middle school. I thought this class would be a breeze because of her teaching style but I was wrong. She screwed us all over with the midterms. Yes, there is a curve, and I thought I would be fine, but I ended up getting a B and so did everyone else. She is nice but she is an unfair grader and has a TA that is the most clueless and dumb TAI have ever seen in my life. ",3,B,2011-08-20T14:33:00Z
Melissa Hayes-Gehrke,ASTR100,"She was an okay teacher. She dumbed it down which is good if you are not a science person. On the exams, particularly the exam 3, she totally screwed us over. She made all the essays tricky and worded them badly. Basically in discussion the entire class was talking about how terrible she worded the questions to purposefully mess us up. She's a nice person and lectures aren't too bad. 

IF you wanna take this class..just remember to STUDY YOUR BUTT off for midterm 3. For a core class it could be a lot worse. Overall, I personally I am not extremely fond of her but for science she's not too bad. Just expect a lot of work. ",2,B,2011-05-04T23:54:00Z
Melissa Hayes-Gehrke,ASTR220,"She's an excellent teacher. She is very friendly and open to questions. She never patronizes a student for answering a ""stupid"" question as many professors here at Maryland do (based off personal experience). 

This class is NOT easy though. It is not an easy A at all and does require a lot of work. There is a post-lecture quiz after every lecture, 2 tests, 1 final, 1 research paper, 1 project, 1 team debate, discussion and attendance. I suggest having taken Astr100 because you do jump right into Astronomy. I recommend the teacher, not the class if you're looking to satisfy an easy CORE class.",4,B,2010-12-21T00:56:00Z
Melissa Hayes-Gehrke,ASTR100,"Interesting class, easy A, lots of work. You might be turned off by her ridiculous demanding of extremely large amount of time for a simple 100 level class, but you get to learn a LOT. You'll be tempted to skip lectures, but she takes attendance. For both lectures and discussion. 

My TA on the other hand was useless, condescending, and self-absorbed. She would make herself sound smart by saying terms that we don't even need to know for the exams. Things that she's learned in her ""upper"" level Astr class. I mean, really though? I didn't enjoy the discussion portion mainly because of her.

Overall, this class made me decide to minor in Astronomy. If you think it's interesting, or just need a PS core, then I would definitely recommend you taking it with Dr. H",3,A,2010-12-10T12:46:00Z
Melissa Hayes-Gehrke,ASTR100,"I am not a science person at all, but the professor made the course material pretty interesting with examples and demonstrations of concepts in class. Some of the material can be difficult, but if you do all the work and study at least a little, you'll do fine. 
Exams can be graded pretty unfairly on the short answer sections, because sometimes it seems like A LOT more points are taken off than should be for whatever little mistake was made. BUT after every midterm, you can choose to do an easy ""mid-term analysis"", explaining why you got each wrong answer wrong (which you can discuss with your TA) and that will give you an automatic 10% added back onto your midterm.
She takes attendance every class with a slip you have to personally hand to a TA, and attendance is a good portion of your grade. There is also a pretty time consuming ""pre-lecture video"" (usually about 30 min) accompanied by a ""pre-lecture quiz"" before EVERY lecture, and a ""post-lecture summary"" after EVERY lecture. If you do the quizzes and go to lecture, you never have to read. It's not hard work, but this class does take A LOT of time. ",3,A,2010-12-01T00:30:00Z
Melissa Hayes-Gehrke,ASTR220,"She is a fantastic professor. I am always amazing how enthusiastically she will answer people's stupid questions or questions that she had answered like 2 seconds before.  She is very nice and engaging. 

The class is extremely easy but also really awesome. I mean it's a class on saving the Earth from an asteroid collision, what could be more interesting.  There is a online quiz after every lecture that you can do anytime and questions are right from the lecture which are on elms and you can use. I have not gotten lower than a 100 on one and they take maybe 5 minutes. No homework or in class quizzes. 

There are three projects, a 4 page research paper and 8 minute presentation on an interesting topic. A mission to build a spacecraft to study an asteroid with a budget. And finally an in class debate. All these projects are done with a group that was picked for you at the beginning of the year. Have not really met with my group once except to watch Deep Impact, and still get good grades. 

There are three exams, two midterms and a final. All very easy, with the ability to get ten points extra on the exam if you do corrections.

Overall, one of the easiest and most satisfying classes I have taken at UMD. I would recommend it to everyone.",5,A+,2010-11-23T13:14:00Z
Melissa Hayes-Gehrke,ASTR100,"The professor is very engaging and interesting. She makes astronomy seem fun, and makes you want to learn. However, she is an extremely unfair grader. You can write a textbook answer on a test, and she will take off 90% of the credit because you skipped one word that did not even pertain to the question. It is still relatively easy to do well in this class, because you get a lot of points for coming to class and completing the homework, but do not expect to do well on any of the tests",2,B,2010-10-27T13:23:00Z
Melissa Hayes-Gehrke,ASTR220,"Unprofessional and unfair grader. Even though answers are written correctly and explained in appropriate fashion, she cuts the points. You would think, you have given complete answer, but wait til you get grades back. I'm sure, she loves to cherry pick on your answers. I went to her office to explain grading, but she already made up her mind. (DON'T BOTHER ARGUING, YOU ARE NOT GETTING WHAT YOU DESERVE). I have answer key of her homework, I wrote it from it, still cuts the points. UNPROFESSIONAL, BIAS, AND UNFAIR. She makes fun class, confusing and complicated. She does not deserve to teach.",1,B,2010-09-14T21:24:00Z
Melissa Hayes-Gehrke,ASTR100,"I hate astronomy and do not find this class that difficult. Yeah you have to go to class and discussion but thats like 20% of your grade and can help you a lot. Also my TA was amazing so that helped. No matter how bad you do there is always a 10% increase. So if you get a 80% on a test or homework it becomes a 90%. The teacher is enthusiastic so that is nice, she actually loves the subject. And there is only 8 hw for the entire semester and one is dropped. I would recommend this for someones non lab.",5,A,2010-04-27T11:56:00Z
Melissa Hayes-Gehrke,ASTR100,"This class is not that bad if you go to class and do the work.  Attendance is mandatory; everyday you have to write your name on a colored slip of paper that she makes.

Homeworks are time-consuming, but not that difficult.  You don't have to read the book.

The class may seem hard at first, but it gets easier.  Your TA can make or break the class, but discussions are very helpful because you always do this multiple choice worksheet which exam questions often come from.

The class is very organized.  She teaches until the end of class.  The professor is always willing to answer questions.  She posts the lectures online.  The slides are very informative, not broad like other professors' slides may be.

One of the best professors I have had.",5,A,2010-03-05T00:14:00Z
Melissa Hayes-Gehrke,ASTR100,"I did not like her. The material in class was as easy as you would expect from a 100 level course, but the complicated and downright childish way she does things makes it ridiculous. I haven't been told ""you cannot use a calculator and you must show all of your work in this specific format"" since High School. Get real, lady. Also, the tests are only worth 45% of the grade, the rest is a random mix of homeworks, quizzes, and lecture and discussion attendance. I did not like the fact that only 50% of the points on the tests were multiple choice. Those were easy. The rest were short answer Qs that were graded harshly. I got 3 out of 10 points taken off my answer to one question because I forgot to include the words ""low density."" 

Also, the 2 times I communicated with her, once via email and once in her office, she seemed very snippy and not that willing to help. I really would not recommend taking ASTR-100 with her if you are looking for something that is as easy as a 100 level class should be.",2,,2009-12-23T15:08:00Z
Melissa Hayes-Gehrke,ASTR100,"Really easy class with very generous curves on the exams and interesting material, but a ton of homework and mandatory attendence in lecture and discussion.  For me, the big downside was the textbook/CD.  It costs $120 and the bookstores won't buy it back once its been opened.  The book is only alright and the CD is required for access to online homework.  If you want either one cheap, e-mail me: alangwor@umd.edu",3,A,2009-12-21T20:36:00Z
Melissa Hayes-Gehrke,ASTR220,This class is hard for no reason. The homeworks are graded harshly and there are alot of them.  Only take if you love astronomy.,3,,2009-05-23T21:44:00Z
Melissa Hayes-Gehrke,ASTR100,"This class is ridiculous. She is extremely nice and a good teacher, but if you are looking for an easy class DO NOT TAKE IT. She takes attendence at lecutre, and their is a ton of crazy busy work (online quizzes) which aren't hard but annoying. There are also 9 homeworks, which are pretty tough and graded hard. I wouldn't reccomend this class to anyone unless you are just really in love with astronomy.",3,B,2009-05-14T20:39:00Z
Melissa Hayes-Gehrke,ASTR100,"She is an amazing teacher. She is especially good if you are bad at science, because she explains the material in a really clear way and makes it easy to understand. The course material is extremely interesting. The homeworks count for a big part of your final grade, and a lot of what is on the tests comes from the homeworks. There are 3 midterms and 11 homeworks. Overall, a really good class, especially if science isn't your thing.",4,B,2008-12-28T02:09:00Z
Melissa Hayes-Gehrke,ASTR100,Very nice professor. exams are straightforward and are based on lectures and homework. lectures are online but she makes lecture mandatory. homework is time consuming. the online text book is a complete waste of money.,4,A,2008-12-28T01:28:00Z
Melissa Hayes-Gehrke,ASTR100,"She's an okay teacher, its hard to get an A in that class-you have to really focus and work on it. She's good in trying to explain things and its very helpful to go her and her TA's office hours. The discussion and textbook is very unnecessary. Its important to study the homeworks and lecture notes",3,,2008-12-07T16:44:00Z
Melissa Hayes-Gehrke,ASTR100,"This class was way too hard for a 100-level class.  I really don't think it was fair that we couldn't even use a hand help calculator on exams.  She was nice, but it was very very hard.",1,,2008-11-13T19:08:00Z
Melissa Hayes-Gehrke,ASTR100,"Awesome teacher! She lectures extremely well, and going to class and copying down her notes is very helpful. Her homeworks are a little time-consuming, but doing them will help you learn a lot about the material. She gives quizzes once in a while, but theyre extremely easy (rewards for coming to class).",5,A,2008-05-17T18:57:00Z
Melissa Hayes-Gehrke,ASTR310,"ASTR310 is a class that takes in a lot of effort in terms of workload and textbook use, but Dr. Hayes-Gehrke is a fantastic professor who works harder than most professors to make sure everyone understands the material and is getting the work done.",5,A,2019-12-20T01:36:34Z
Melissa Hayes-Gehrke,ASTR100,This class is awful.  I took this class thinking it would be interesting and fun but it's not.  It's a flipped format class and Gehrke doesn't teach at all practically.  You have to watch lectures outside of class and lectures are pretty much a waste of your time.  The quizzes and other assignments are not hard if you are watching the pre lectures but the exam questions are much more difficult because she doesn't stress what is actually important in for the test. Awful class. ,1,A-,2020-04-23T19:41:49Z
Melissa Hayes-Gehrke,ASTR100,"THIS IS A REVIEW FOR ONLINE INSTRUCTION:

I enjoyed the asynchronous nature of the course but the way the professor decided to restructure the course was WAY overcomplicated. There were no grades, just ""badges"" that you get after completing assignments. It was nearly impossible to remember what amount of badges correspond to what grade. There's more about this but it's going to be irrelevant soon anyway. This is my only reason for 4/5 stars. 

As for the professor herself, she's an incredibly nice person who's clearly enthusiastic about space and teaching it to students. She's very generous when it comes to grading and seems to genuinely strive for student success. ",4,A+,2021-05-04T14:17:10Z
Melissa Hayes-Gehrke,ASTR100,"Dr. H-G is a really kind professor. She cares about her students well-being and tries her best to make an online environment as best as it could possibly be. There were three parts to this class: chapter quizzes, discussions, and lectures. The chapters were fine but you had to complete them on your own time. The discussions were easy. The lectures were fun. The structure of this course was really confusing.",4,A,2021-06-02T01:30:46Z
Melissa Hayes-Gehrke,ASTR315,"Probably the most fun I've had in a college class. Dr. H-G is a very nice professor and really seems like she enjoys teaching and cares about everyone's education. It is very easy to keep up to pace with the class and the exams are also very simple. She puts you into groups for the semester project (which is very cool to do) based on a survey she has everyone fill out at the beginning of the semester. I'm very happy with the group I got which made the class even more enjoyable for me. If you are thinking of taking this class with Dr. H-G, I definitely would recommend taking it!

Note: The project does require staying up overnight during the 2 weeks observing period (some nights to even 7 am) just to keep in mind",5,A,2023-05-19T03:40:00.150128Z
Melissa Hayes-Gehrke,ASTR315,"I loved Dr. H-G! She clearly cares about our understanding of the material, especially because we have to apply it in a quick turnaround for the semester project, which has to do with observing asteroids. Exams are a bit tricky but she's very generous with the curve, so if you study well, you'll be absolutely fine. She's not out to get your grades down - in fact, she's very approachable about concerns with grades and how you can improve your current grade in the class. I'm super glad I took this class, it was hands down one of the coolest classes I've taken. Just a note, though, to emphasize what everyone else is saying about this class: if you do take this class, be prepared to pull a couple of all nighters for the observing period. It's quite annoying, but very well worth it in the end!",5,A,2024-07-01T20:39:57.811580Z
Melissa Hayes-Gehrke,ASTR310,"MHG is a great professor and has embraced the multi-modal method of teaching. There are no formal exams, but the challenge questions and projects provide an opportunity to engage with and learn the content of the course in a much more dynamic and experiential way. Also a reasonably understanding and nice person.",5,A,2024-12-14T02:20:39.481506Z
Melissa Hayes-Gehrke,ASTR310,"Great person and lecturer overall. The class is very focused on LEARNING vs. memorization which is key to making the class enjoyable. The content is not too difficult. Heavy emphasis on in-class group discussion (groups of 4) + two partnered projects that go on simultaneously in the semester. In the end, you present the other 2 peoples project while they present yours. Only one real exam, the final. ""Challenges"" are used instead which are more application based/real-world examples of the content you learn vs. a typical exam. Labs are also primarily working on your projects, so after the first 5 weeks, the labs are basically ONLY attendance.",5,B,2024-12-19T01:05:00.233267Z
Melissa Hayes-Gehrke,ASTR315,Dr HG is amazing! I wouldn't be surprised if she was an education double major because she's so good at structuring her class towards all types of students. She really makes it impossible to be bored during class and she focuses on applications of the material as well as learning instead of memorizing.,5,A,2025-03-01T06:36:42.928224Z
Leslie Pick,BSCI410,"She is really nice. probably one of the best professors I have ever had. I got a B in the class though, because her multiple choice questions were tough. However, she truly care about her student and curves at the end. ",4,,2015-12-19T20:02:00Z
Leslie Pick,BSCI410,"I second the review below; Dr. Pick is a fantastic professor who actually cares about her students understanding the material. This class is definitely a step above BSCI222 and the homeworks can be challenging. Whatever you do, make sure you go to office hours, she is very helpful there. The difficulty of the exams is what you would expect and the exams are fair (not to mention you get to drop your lowest midterm). Also, her tests are heavily problem-based so make sure that you do ALL of the practice problems she assigns. The only real downside is that she goes really fast in lecture (~60-70 slides in 75 minutes) so not only is there a lot of material, but it is also difficult to keep up with it. If you have to choose between Dr. Pick and Dr. Mount, from what I've heard, you have to be foolish to choose Mount. ",5,A,2015-05-20T13:52:00Z
Leslie Pick,BSCI410,Dr. Pick is an amazing professor. In the upper level bios its pretty hard to find a professor who actually wants their students to learn and doesn't just go through the motions in order to do research. This is pretty difficult genetics but she really tries her best to help you to understand. She gives you 3 homeworks and 2 midterms but only your higher grade midterm counts so the class isn't based purely off of exams. She also really considers peoples answers other than the ones she originally thought of in the answer key. If what you say makes sense she will mark you right. Honestly though her lectures are purely based on her slides so going to class isn't quite as mandatory as others. She's also a really nice person so stopping by for office hours is recommended if you don't understand something because she'll really try to help you to understand. ,5,A,2011-05-19T13:03:00Z
Leslie Pick,HLSC322,"She goes very fast during lectures, covering 50 slides in one lecture. However, the TAs make this class much more manageable in terms of help on homework and before exams. The grading is mitigated by the fcat that one Graded HW and one Exam are dropped by the end of class.  ",4,A,2020-06-08T00:57:44Z
Leslie Pick,HLSC322,"I had Dr. Pick online for Genetics and I enjoyed her passion throughout the course.  I liked how she gave examples from her own research and research from UMD that directly tied to the concepts she taught.  Her lectures sometimes were a bit roundabout - there probably were more simpler ways to say some of the things she wanted to say but she was extremely helpful during office hours.  She gives plenty of practice problems, homework, and lecture quizzes that boost your grade and help you prepare for the exams.  ",5,A,2021-05-13T21:41:37Z
Leslie Pick,HLSC322,"Good professor in the sense that she does really want her students to succeed. Was not a fan of the flipped classroom format though, and I felt that some of the exams were unfair (pulled specific material from previous units). Her exams are very specific, so you do really need to know the material well and I recommend studying at least a week in advance. Very sweet professor though and will do her best to help if you reach out. Also drops a lot of assignments which was a plus, and exams are not worth a huge part of your grade (~50%).",4,A,2022-05-23T18:51:35Z
Leslie Pick,HLSC322,"Dr. Pick was very nice and generous with gaining extra credit/points to boost your grade. Her classroom is flipped, where we watch lectures outside of class and then attend class to do practice problems or learn about something loosely related to genetics. I was not the hugest fan because it did take a lot of time out of my schedule, and I would've preferred if she taught in person rather than through a video. Her exams were super fair, and again, there is a lot of buffer room that you can accumulate through discussion wksts, hws, etc. Overall, an enjoyable class!",4,A,2023-05-13T21:18:13.071353Z
Leslie Pick,HLSC322,"Honestly, the concepts taught in this class were not too bad. It's just the amount of work outside of class that makes it burdensome. There are 2 lectures (about 1 hour each) per week with quizzes (which were easy) that took a majority of my time. Tuesdays were for practice problems (optional), but Thursdays were used for guest lectures and concept applications, which made going to class kind of useless if you did not watch the lectures ahead of time. The structure of this class is something everyone complained about, so you will just have to get used to it. Dr. Pick is a nice person, but the class was just a lot of work. The TAs were the best though. There are 3 midterms (1 dropped), plenty of discussion assignments, quizzes, 3 Homeworks (1 dropped), other grade cushioning assignments, and the final. I would not worry about this class because there so much grade buffer and extra credit opportunities.",3,A+,2023-05-13T22:43:21.989085Z
Leslie Pick,HLSC322,"Genuinely sweet professor - she brought candy to our final for a sugar boost! Not a terrific professor, in the sense that she basically reads off slides when she lectures. The classroom format is flipped where we have to watch prerecorded lectures outside of class, and then during class, we do practice problems or have a guest speaker. There is a LOT of buffer points you can earn, from homeworks, discussion wksts, extra credit, and she also drops one exam from our 3 midterms. Not the best class I've ever taken, but it wasn't a bad experience at all.",5,A,2023-05-19T02:11:29.029872Z
Leslie Pick,HLSC322,"Really didn't like the flipped classroom format, there was just so much content and the videos were very long and heavy. I'd say the exams were pretty fair, the free response can be a little tricky. The good thing is the discussions, lecture quizzes, and homeworks are all grade boosters so you don't need to worry too much as long as you put in effort and study. Dr. Pick is nice, and the TAs were great, for me, genetics itself is difficult to make engaging which isn't Dr. Pick's fault. Overall, it is sometimes a pain to get through but nothing too difficult or unmanageable.",3,A,2023-05-22T02:50:50.990047Z
Leslie Pick,HLSC322,"Lots of opportunities for free points, and exams are very lowly weighted however, Dr. Pick is not the best lecturer. It is an easy A if you put effort intot he class however.",3,A,2023-05-27T01:34:45.414373Z
Leslie Pick,HLSC322,"Fair professor, only gave her a four star because some of her exams had very specific material that you need to know. Lectures were online, but Thursdays were practice problems in class and therefore were ""mandatory."" Tuesdays were optional. Toward the end of the year, she gave 10 points of in class extra credit. If you weren't there, you didn't get the extra credit. Discussion was easy and the TAs are the best. 3 midterms, drops one. Final wasn't cumulative. 3 Homeworks, drops one. Two weekly quizzes, totaling 25 and drops 9. 20 discussions, drops one.",4,A-,2023-05-27T01:36:35.530408Z
Leslie Pick,HLSC322,"as a person, pick is nice and understanding. however as a professor, i didn't like her style of teaching. this course was a flipped classroom, so we had to watch videos on our own time. this was annoying because for many of the videos she would read directly off the slide and not offer additional information. during in-person class, she would just focus on practice problems and rarely review the lecture material.",3,A,2023-06-25T18:35:35.711357Z
Leslie Pick,HLSC322,"Dr. Pick seems like a very nice lady, but the structure of this class is terrible. You basically never need to go in person, only watch the videos and you will do well. However, the videos are so boring and long. I think the textbook explains many of the concepts better than she does. Despite doing well in the class, I don't feel like I learned much.",3,A+,2023-08-02T18:23:39.218645Z
Leslie Pick,HLSC322,"I really enjoyed Genetics with Dr Pick.  She changed the course structure this semester to be a more standard structure (3x 50min classes per week).  Usually 2 classes per week were lectures and the other one was an application or problem review.  I made a point to go to (almost) all lectures but I didn't go to the problem reviews because I figured them out on my own usually.  At first it annoyed me that lecture slides were DENSE (50-60 slides in 50 minutes) but they were super helpful when studying.  I didn't buy the textbook and I felt like lecture slides gave me more than enough information.  
 
Grading- it seemed fair.  25% points are free from discussion (the TAs are chill).  Exams make up 41% (3 midterms, 12% each, one is dropped, and final which was 17%).  HW makes up 18% (4 and one is dropped).  The rest is easy quizzes, questions are MC and straight from lecture.  Some extra credit too.  HW is time consuming and exams are challenging.  But the biggest thing is that none of the content is impossible.  I enjoyed learning some of the challenging content and found it interesting.  Truly my first class at UMD where I really noticed at the end that i had learned a lot.  
 
I'll end by saying that I seriously considered dropping ILS after the sh*t pile that was HLSC280 in the fall, but I am so glad I stayed and took 322.  I wish Dr Pick taught more undergrad classes because I would absolutely take her again.  She was receptive to questions in lecture and provided thoughtful answers.  Definitely recommend and I hope she continues to teach HLSC322 because she is a good fit for the content and the students.",5,A,2024-05-18T03:19:58.212632Z
Leslie Pick,HLSC322,"The structure of the class was changed a lot this year – no more flipped classroom and 3 lectures a week instead of 2. Dr. Pick is super sweet and helpful, and although she goes quite fast, she takes time to answer any questions you have. She’s very nice with grading – tons of extra credit opportunities and she drops your lowest midterm and homework – and the final isn’t cumulative. TAs are very helpful as well. Overall, great professor for those of you in ILS.",5,A,2024-05-20T16:10:52.824293Z
Leslie Pick,HLSC322,"Important to remember that if you're reading this you're probably in ILS, meaning you have to take this class, with this professor anyways. The class issn't hard. The grading can be annoying, inconsistent, and stingy and the class is just Dr. Pick reading form the slides but there is a lot of extra credit, if you give this class a quarter effort you'll come out with an A like 70% of students. Also make the most of it; it's a small class with 50 kids instead of 200, problems on the board, you can ask questions, and Dr. Pick is really nice and will always answer (also TAs will give HW & Discussion answers if you go to office hours).",4,A+,2024-05-26T08:09:38.320321Z
Leslie Pick,HLSC322,"She was nice but I was not a fan of her teaching style at all. Powerpoints were super long and involved, which made the content hard to engage with and grasp at times. Lectures were very monotone as well and hard to engage with. She also moves EXTREMELY fast and it's hard to take notes and process the information during lecture. This class takes a lot of time because it's all memorization and minimal problem solving.",2,B,2024-05-29T04:26:48.570203Z
Jacob Coutts,PSYC300,"Literally one of the best professors I've had so far at UMD. I've never felt the need to write a review about a professor on here until now. I took his class virtual, but I can tell that he is super understanding and actually cares about his students. He's always willing to help and if you can take PSYC300 with any professor, take it with Dr. Coutts.",5,A,2023-12-11T23:52:41.198713Z
Jacob Coutts,PSYC300,"I don't see any reviews for Dr. Coutts so I thought I'd start it off. If you have to take PSYC300, please take his class! Dr. Coutts is such an amazing professor. He is passionate and truly cares for each and every student. His personality makes students feel comfortable and he is very receptive if a student is struggling with the material or in general. During my time at UMD, I've never had a professor quite like him and he has made this semester very memorable. Just take his class - you won't regret it!",5,A,2023-12-13T03:33:46.685480Z
Jacob Coutts,PSYC300,"PSYC300 has a reputation as a moderately hard and workload intense course. Dr. Coutts did his best to lessen how much work we had to do. His lectures were interesting and there were only 14 in the entire course, almost all are around 40 minutes each. We got lots of drops for papers, he gave lots of opportunities for extra credit, and made the lab not too difficult. The use of R in this course is minimal, and he provides tutorials that make it very easy to learn. One of the best UMD professors I have had, and certainly the best psyc professor. If you can take PSYC300 with him, do it.",5,A+,2023-12-15T01:52:18.409293Z
